Context,Utterance,Label
"how can i resiz the partit that ubuntu be instal on . i boot with the 6.1 live cd and run gpart . it would not allow me to shrink the second partit from the front . sda1 be my window partit , and sda2 be for ubuntu . i need to give window back a few gig i take from it when i do the instal . __eou__ __eot__ check the parted/gpart doc . that may be a limitt , and they may give some work around __eou__ __eot__ i be hopin someon know a workaround for the state limit . the issu be that gpart cant move data out of the way , so the begin of the partit need to be empti , but it fill up from the begin ! i do n't fanci copi 20gb to anoth drive via usb , and then manipul the partit as need ... .then copi 20gb back . __eou__ __eot__ you may be abl to shrink # 2 , then slide/mov it to the right.. then expand # 1 __eou__ just 20gb ? gesh ... that all ? : ) heh heh ... oh for the good old days.. __eou__ __eot__ alreadi tri that . i can shrink the end , but cant slide the partit into the newli creat free space ... . __eou__ yeah ... i rememb wonder what i would ever do to fill my first 380mb drive ! __eou__ __eot__",cant think of ani other good way to do it.. - you be talk to a person with 7 hd 's in his machin . : ) i know how i would do it.. but i be never hurt for space . heh heh __eou__,1
anyon see system clock gain about 1 hour per day on breezi amd64 ? __eou__ __eot__ doe your cpu usag also seem unreason high even when the machin be idl ? i ve see report about a problem that show up with the clock run fast and the cpu high __eou__ otherwis it could just be that your motherboard have a cruddi clock ( lot of them do ) - instal ntp-server should help a lot __eou__ __eot__,"i have ntp-server instal , but use /etc/init.d/ntp-serv start doe noth __eou__ my load averag stay right around 0 most of the time __eou__ more info , kill ntpd , run ntpdate , run ntpd then monitor with ntpq show steadili increas offset __eou__",1
"if you play mpgs and they be show up as all black , but you have audio , what 's the like solut ? __eou__ __eot__ video output plugin ? __eou__ which player be you use ? __eou__ you may have much better luck with mplayer __eou__ __eot__","yes , they do __eou__",1
i 'm kill myself tri to make my smartlink 56k modem work on ubuntu ( jaunti ) ... . i tri everi singl shit write on the net on it ... __eou__ anyon here success configur one ? __eou__ __eot__ some modem driver do n't like smp enabl ... tri the -386 kernel __eou__ __eot__,i do n't know how to do that without an internet connect ! ! ! __eou__,1
"how could i make ubuntu wake up on schedul ? __eou__ how could i make ubuntu wake up on schedul and run a program ? __eou__ __eot__ mayb use anoth pc to w-o-l ? __eou__ if the machin be asleep , onli the ram and nic be go to have power , iirc , therefor bring it 's self out of sleep would have to be a bio thing.. __eou__ __eot__ be there a guid on how to do this via the bio ? __eou__ __eot__ i dont know your bio or if it could do it im afraid ... __eou__ __eot__ okay , and be there a way to execut a command when it wake up from sleep ( be cron start again ? ) __eou__ __eot__","your program be compil against or with the glib2 librari so someth be not right with your glib librari , i ca n't say which to chang but the app must match the glib version __eou__",0
"ah ok , sound easi enough __eou__ i 'm fair new to linux , so i guess i can do this fair easili from the termin __eou__ what do i need to look into for `` schedul '' it night ? __eou__ __eot__ unison __eou__ __eot__",whi do you think i 'm look for help in here ? : -p __eou__,0
it do n't output anyth __eou__ __eot__ what do you need help with on it ? __eou__ __eot__ i do tesksel instal lamp-serv __eou__ __eot__,"k , and do everyth instal for you ? __eou__ if you go to your browser and type in : 127.0.0.1 doe it give you the default apach page ? __eou__",1
"and here i think ati be get better with linux : ( __eou__ __eot__ lulz __eou__ __eot__ i know , it 's veri lulzworthi : ( i friggin ' hate ati : ( __eou__ __eot__ yeah , the sad thing be it actual have get better lol . it still suck though . what be you tri to do ? __eou__ __eot__ my ati technolog inc rv610 [ radeon hd 2400 xt ] card doe n't work in intrepid unless my xorg.conf have `` vesa '' list as the driver lol . otherwis i get a black screen on boot . __eou__ __eot__",how to get the full bath of file in easi way __eou__ mount -o loop broodwar.iso /mnt/media/01cc6bf273362e10/evo-gamez-sam10 __eou__,0
"hey guy , i be have absolut , no luck with my wireless card on ubuntu at all , and i have tri everyth , onli thing i get 1 time , be with antho etc.. guy __eou__ i have be tri to have wireless on linux , sinc last year when i get the laptop and acer realli and broadcom . disappoint me __eou__ can anyon help me.. __eou__ plz __eou__ network control : broadcom corpor bcm4318 [ airforc one 54g ] 802.11g wireless lan control ( rev 02 ) __eou__ whi could n't of be an ahtero , or ralink.. wy whi : ( __eou__ __eot__ what have you do so far to tri and get it work ? __eou__ have you instal the bcm43xx firmwar , for exampl ? __eou__ so what error be you get , or what be n't work ? __eou__ __eot__ , do you think you could help me bud __eou__ __eot__","i have the same chipset but a differ model , onc i extract the firmwar with fwcutter and instal it , it work for me.. __eou__ do fwcutter fail or doe it not work with the extract firmwar ? __eou__ you do n't need microcode11 , you just need the other file it creat __eou__ just carri on with those instruct , copi the firmwar file it do make to /lib/firmwar and so on __eou__ microcode11 be not yet use by the bcm43xx driver as far as i know __eou__ `` sudo bcm43xx-fwcutter -w /lib/firmwar /path/to/bcmwl5.si '' should write the file to the right place __eou__ somewher in your home directori , you can delet them after fwcutter have run anyway __eou__ i be pretti sure you just need that one .sys file __eou__ but it be a while ago sinc i run fwcutter , so i may be wrong : ) __eou__ yes that 's it __eou__ if you have the bcm43xx_microcod file , no , you dont need the window driver ani more , just copi them to /lib/firmwar then tri `` modprob bcm43xx '' __eou__ yes , copi those to /lib/firmwar with `` sudo cp ~/bcm43xx_microcode* /lib/firmwar '' __eou__ if you do n't use sudo , the fwcutter ca n't write to /lib/firmwar , so mayb it put them in your home instead __eou__",1
can anyon tell me whi in the latest ubuntu i do n't have the same level of flexibl in gnome desktop as in previous releas and/or debian whi can i put 2 panel on one side of the screen ( one leave other right ) or whi do i have onli 2 ( instead of 4 ) workspac __eou__ __eot__ you can configur that yourself . that 's not ubuntu 's do ; ) __eou__ __eot__,i 'm use to configur it from the desktop as w/ everi other distro do i have to edit txt file now manual __eou__,1
then boot from live cd and instal ubuntu in unpartit space . you have to choos not resiz disk but custom partit . __eou__ what happen kazil ? __eou__ __eot__ can`t make xp boot up from grub __eou__ __eot__ ohh then you can easili make it . wait __eou__ do you use xp ? __eou__ __eot__ yes . read the pastebin i write it all there __eou__ it alway say error 11 __eou__ __eot__ doe it show xp ? __eou__ __eot__,"on the list ? yes it doe __eou__ but it doesn`t boot up , it say error 11 __eou__",1
"do n't use sudo for gui app , use gksu __eou__ __eot__ what be the differ , and it be still not work ... __eou__ __eot__",someth to do with session manag . tho yah it 's still not like to solv the actual problem __eou__,1
"be it possibl to revert to a previous version of ubuntu ( 8.04 ) after i tell it to updat to 8.10 , or do i have to reinstal the thing ? __eou__ __eot__ you *could* edit your sources.list but it high recommend just to reinstal __eou__ can you get into a vt ? __eou__ __eot__ vt ? __eou__ __eot__ when the login screen freez , can you hit ctrl-alt-f1 and get a virtual termin ? __eou__ __eot__ oh , no.. onc it be stick i have to hard reset ... onli way to get termin be in rescu mode __eou__ __eot__ what kind of system be this ? this be a serio error __eou__ __eot__ intel 945 dual core w/nvidia 8400 __eou__ work great on everyth includ 8.04.. noth after __eou__ __eot__ uhh.. who build it , what the model number on the mobo __eou__ __eot__ intel motherboard 945gnt __eou__ __eot__ you shouldnt see these problem , doe that board have an onboard video control ? __eou__ __eot__",yes and no way to disabl it in the bio __eou__,1
"excus me , in gutsi when i be ask to connect to a ssh server , a mount folder remain on my desktop even after reboot . in hardi upon reboot be go . how can i keep it on the desktop ? shall i add it to fstab ? __eou__ __eot__ i do n't know the real answer , but you could use sshfs instead and add the mount command to your session startup __eou__ __eot__",it be a pebcac error __eou__,0
"ok , even with the earliest most basic backup of xorg.conf i be get an error- the detail log say that the framebuff devic be miss . __eou__ __eot__ be n't there an option when you run `` dpkg-reconfigur xserver-xorg '' that let you turn on or off some softwar framebuff ? __eou__ __eot__","err : winecfg : load_driv getvolumeinform ( ) for 'd : \ ' fail , set serial to 0 __eou__",0
how do i chang the username/password for the cup web ui at http : //localhost:631 ? __eou__ what like the root account password ? __eou__ my normal non-root usernam and password doe n't seem to work __eou__ __eot__ do you tri use system > administr > print instead of the web interfac ? __eou__ __eot__ yes that be how i first set it up __eou__ i just want to chang the print tray __eou__ __eot__ the inform for set up the web interfac be in /usr/share/doc/cupsys/readme.debian.gz but what be wrong with use the gui tool now ? __eou__ __eot__ thank __eou__ __eot__ it 's all the way at the bottom of the document by the way __eou__ __eot__,"yea i get a x2 4200 , but use the 32bit ubuntu __eou__",0
hi __eou__ i want to see how order of cd be work and it order cd ... iam now confused.. i will pay it ? how much ? __eou__ __eot__ they re free . __eou__ __eot__,oh.. thx : ) __eou__,1
about 30sp or 300cp ; - ) __eou__ __eot__ : p __eou__ __eot__,www.3gp.org __eou__,1
"on the other hand help out here remind me too much of work haha __eou__ æælolææ __eou__ can not join channel ? must have regist nick ? __eou__ wierd ... __eou__ use xchat now , this might help __eou__ it 's uglier , but at least it do n't crash __eou__ __eot__ use irssi via termin , atom bomb proof : ) __eou__ __eot__",lol __eou__,1
"slight offtop , where doe firefox store it activ bookmarks.html file on window system ? __eou__ __eot__ probabl on the window partit __eou__ __eot__",well if your comput be new it should be on the box and all : ) or on the driver cds __eou__,0
"esvn 0.6.12 have be updat in debian sid . be there ani chanc it will make it into gutsi ? __eou__ right now esvn be essenti non-funct in ubuntu __eou__ well . semi-non-funct __eou__ __eot__ probabl not , but you can file a bug report on it . also pleas move gutsi discuss to # ubuntu+1 __eou__ __eot__ aight . will drop by there __eou__ oh . i be cuss ubotu when it be you who trigger it . not an auto-notifi __eou__ __eot__",i dont have today hardwar : ) __eou__,0
"! itun | axisi __eou__ __eot__ thnx __eou__ __eot__ either set it systemwid by do : sudo update-altern -- config editor or per-us by put it in your .profil __eou__ __eot__ i want system wide.. thnx __eou__ __eot__ vim.tini be just a smaller version of vim , if you instal the vim-ful packag vim will gain those featur . __eou__ doe n't look like it . look like it just for the way that fedora packag puppet . look at https : //bugzilla.redhat.com/show_bug.cgi ? id=495096 and compar with the ubuntu path to be sure . __eou__ __eot__ thank __eou__ __eot__","so man i type sudo , but it give me like not enought paramet ... how exact should i use it ? __eou__",0
"how do i to chang the default runlevel ? __eou__ how do i do to chang the runlevel ? __eou__ serkan , becaus i want to start my comput in a consol , then do startx when i need to __eou__ __eot__ ubuntu be base on debian __eou__ runlevel 3 == runlevel 2 == runlevel 4 == runlevel 5 __eou__ they re all the same thing __eou__ there be just 0 ( halt ) , 1 ( singl user ) , normal , and 6 ( reboot ) __eou__ __eot__ runlevel 3 be grafic instead of runlevel 4 __eou__ __eot__","runlevel 2 , 3 , 4 , and 5 be all the same on debian and ubuntu __eou__ on *red hat* 3 be differ __eou__",1
"be there ani softwar that allow me to creat an imag of my hdd ? __eou__ someth like norton ghost __eou__ __eot__ yeah mayb : dd if=/dev/sda of=/home/user/imagefil ? __eou__ __eot__ what about wisp ? ani idea comment ? __eou__ doe clonezilla allow me to recov multipl partit ? i want to instal window , ubuntu and have an encript partit to store my data __eou__ __eot__",do you have the encrypt partit work or you need help creat it ? __eou__,1
hey i 'm new at ubuntu and i 'm tri to eject a cd out of my cdrom and it 's give me an error : an applic be prevent the volum enhanc ' from be unmount . i do n't understand what that be __eou__ __eot__ and applic be use the cd-rom . the dirti way be `` sudo eject '' and it will open __eou__ __eot__,how do i sudo eject ? __eou__,1
hello ! __eou__ my synapt doesnt see ani packag expect that which i have alreadi instal . it fresh instal of ubuntu . help me pleas __eou__ __eot__ do you do an updat ? __eou__ __eot__,"differ shell have differ capabl and syntax . csh and tsch be veri c-like , for exampl __eou__ probabl bash as it 's most common and therefor most compat with ani tutori you might find __eou__",0
hmm.. the latest ubuntu use xorg.conf i think __eou__ but on a laptop - what chipset doe it hgave for video . __eou__ it work veri well so far on my compat v2311 __eou__ backup up your working/exist xorg . config first __eou__ : p __eou__ not be up to date - be not a bug as far as i know . __eou__ : p __eou__ .100 be out finial ? gesh .99 be just like a week ago __eou__ __eot__ where should i report and who should i contact ? __eou__ i be search for a deb of it __eou__ __eot__ could see the packag maintainer.. but i imagin hes be busi . or perhap there be no longer a mainter . __eou__ __eot__,cool ! how it look btw ? __eou__,0
i need a messeng that be ubuntu compad that have webcam can anyon help me out __eou__ i need a messeng that be ubuntu compad that have webcam can anyon help me out __eou__ i need a messeng that be ubuntu compad that have webcam can anyon help me out __eou__ __eot__ > kopet __eou__ __eot__,"i need it , i publish video a lot __eou__",0
"can someon help me , i do n't want me window to `` snap '' or `` get stick '' on the toolbar , how do i disabl this ? __eou__ __eot__ be you use compiz ? __eou__ __eot__ i 'm not sure , i just instal the newest version of ubuntu , doe it use compiz by default ? __eou__ __eot__",let me know if u find a solut then ... becaus i hate restart firefox ^_^ __eou__,0
"stupid ass grub ... ..hiya folk im receiv the `` start ... .. '' hang when boot my xp from grub , possibl solutions/altern boot loaders/ graphic configurationt tool for grub __eou__ jesus this channel get heavier use that eve help __eou__ what a good bootload u guy ? __eou__ well ... im look for a grub altern b/c i cant seem to get it configur no matter what i do . __eou__ it easi as pie to config i just cant get it config to work lol __eou__ lilo __eou__ thank for the tip __eou__ x64 continu piss me off __eou__ x86 be so much easier __eou__ __eot__ i actual have n't have problem with gutsi 64 yet ! ! __eou__ __eot__ srsli cuz noth will ever instal for me and ther bad support and all that jive __eou__ __eot__ here be my desktop : http : //www.flickr.com/photos/24040049 @ n05/2284837943/ # preview __eou__ __eot__ my browser down , lol __eou__ __eot__ haha __eou__ hmm whi you want lilo ? __eou__ what doe it do ? ? __eou__ __eot__",guess i wont need to upgrad yet . no pci express : ( __eou__ like right click on it doesnt work ? __eou__,0
"when you print a document in evinc , what control the print dialog that appear ? __eou__ __eot__ it be a gnome window basic __eou__ __eot__ so a bug there should be report to gnome ? __eou__ __eot__","no , but you can probabl search for it on http : //pgp.mit.edu:11371/pks/lookup ? search=amaranth & op=index __eou__ both work , they depend on each other __eou__ time < command > __eou__",0
"ripp : even the partit manag recogn my 1st hd be use ntfs , but i cant even mount it from linux , which be weird too . __eou__ __eot__ doe that ntfs drive come from a bad shutdown ? __eou__ __eot__ negat to that . i just boot from the 8.10 cd , instal and bang , grub mess up . __eou__ __eot__","i be just intrigu as to how easi it be to get it work , i find it easier just to uninstal the thing , but thank for your link , they confirm my think __eou__",0
"i have a question the pros here ... . __eou__ when i instal xgl everyth be slow until i start compix-fusion.. __eou__ ani idea whi ? __eou__ __eot__ i think that 's normal __eou__ __eot__ when i start compiz everyth be ok __eou__ __eot__ have that too __eou__ __eot__ so i do n't have to re-instal ? __eou__ i wo n't be use it then __eou__ __eot__ so you have to make sure compiz be start automat __eou__ no __eou__ __eot__ what if i dont ' want to use compiz all the time ? __eou__ __eot__ good question __eou__ __eot__ i rememb we use to be abl to load xgl as a a desktop manag ... can we still go that ? __eou__ __eot__ with xgl it 's quit a dirti and complic setup __eou__ so mess around be probabl quit complic __eou__ __eot__ so i can use kdm for normal stuff and then xgl for show off __eou__ __eot__ yeah , i tri that , too __eou__ the easiest way be probabl de/reinstal xgl and chang /etc/environ __eou__ __eot__ it 's realli strang becaus the nvidia logo show up but then nvidia-set say driver be not load ... . __eou__ __eot__ or reli on the fallback of compiz __eou__ __eot__ but if i uninstal xgl everyth be fine.. __eou__ see ... here be my real problem ... . __eou__ __eot__ tri sth . like display=:0 nvidia-set __eou__ __eot__",i have total invest my 3 comput into linux ... .i use them everyday as linux comput ... .not just for play ... so i ca n't realli use xgl if it go to caus problem __eou__ i have di-associ myself with anyth that reli on window ... .. __eou__,1
"lol __eou__ __eot__ type `` sudo `` and then the command __eou__ it will ask you for a password . type the password you use to login and hit enter __eou__ __eot__ i be now log as root , how would i navig to the desktop ? __eou__ dir doesnt seem to work __eou__ dont see ani other xchat __eou__ __eot__ you do n't need sudo to access a directori __eou__ use the packag manag to get program __eou__ __eot__ the add/remov applic ? this be how i get xchat , but the version be old . __eou__ __eot__ do you download a `` bleed edg '' version ? __eou__ __eot__",thank __eou__,0
depend on what the os be on the comput i have hear of the follow -- instal linux on a usb stick -- then ad wingrub to point to the usb ( which would still use the mbr ) if window be instal . __eou__ __eot__ ouch ... ... ... sound like it could serious mess up the resid os . do you know anyon who could make a boot cd like that ? __eou__ __eot__,yes . it just doe n't uninstal ndiswrapp i think __eou__ i think so . do you use ndiswrapp ? __eou__,0
"euphus , work so far : ) __eou__ __eot__ whi sleep ? it be n't run on batteri - be it ? __eou__ __eot__ euphus , it a crossov cabl ; ) __eou__ i rather want the comput to hibern when inact __eou__ __eot__ that shoud n't be a prob .. howev , i 'm more worri about the wakeup . how o you intent to wake it up ? __eou__ via network ? __eou__ man 8 sleepd should help if it 's just about the matter to put the comput to sleep . wake up be anoth question ; ) __eou__ __eot__ i think we have lose eachoth on the way . i have an xbox , connect to my comput via a crossov cabl . i want to be abl to fall asleep while watch someth . both the xbox and the tv turn theirself off when inact , i want the comput to do the same thing . __eou__ __eot__ ah yes ; ) so .. hmmm ... let sleepd watch the network devic you use to connect to the xbox and set the -- tx-min to someth use ... like more than 100kbit or so ... __eou__ whi do n't you manual tell the comput to shutdown / fall asleep after a certain time ? that 's what i usual do ; ) __eou__ __eot__","that be my origin question , if the comput count itself as inact if the network be `` run '' : ) __eou__ but it doesnt ? __eou__",1
"how do i chang the mount param of a mount drive without unmount ? __eou__ i need to switch / to ro __eou__ __eot__ you might be abl to do that with sysrq , whi do you need / ro ? __eou__ run `` sudo touch /forcefsck '' then reboot __eou__ save all of the relev config file and re-instal 64 bite ? __eou__ __eot__ i do n't have serial consol __eou__ __eot__ what do you have ? __eou__ __eot__",okay that a no no then . __eou__,0
"hi , what be the app name of the file browser ( gnome ) ? __eou__ __eot__ nautilus __eou__ mayb becaus there be menu entri for it __eou__ __eot__",boot up into safe mode and run chkdsk on the drive __eou__ you might even be abl to fix whatev be wrong with your window from safe mode.. but more on that in # # window __eou__,0
"i have a grub error . the problem be that i instal mint in one hdd and ubuntu in a second hdd . mint be recogn but ubuntu be not . how can i fix this , so that the second hdd be detect ? __eou__ __eot__ you may have to add a line to your /boot/grub/menu.lst or /boot/grub/grub.cfg file to point to the proper partit __eou__ __eot__",do you know how to display the partit and hdds in grub ? im current in minim bash __eou__,1
"there be some way for detect a share printer on a lan ? __eou__ and add it __eou__ __eot__ yes __eou__ __eot__ hm , how ? __eou__ __eot__ go to system > administr > print __eou__ doubl click add printer __eou__ addx : select network printer , then select window printer from the drop down menu __eou__ __eot__",and ? __eou__,1
anyon know of zune support for ubuntu w/o use wine ? __eou__ __eot__ i be pretti sure there be no such thing . i have a friend who win a zune at a ms event and he have not be abl to use it to this day . __eou__ __eot__,that stink . : o ( __eou__,1
"so , i ve read the upgrad instruct ... i 'm quit short on diskspac . how do i purg the deprec warti packag after the upgrad be do ? __eou__ __eot__ apt-get autoclean __eou__ __eot__","well should be pretti easi to fix , sudo dpkg-reconfigur xserver-xorg ' __eou__",0
"how can i instal new theme to gnome ? ani tutori anywher ? __eou__ __eot__ you can find theme on gnomelook.org , or in synaptic.. __eou__ __eot__",roger __eou__,1
be there someth new in feisti that would stop me from ftp'ing into my box ? i do n't have desktop onli ssh . this 421 error be drive me crazi . __eou__ __eot__ ssh be n't ftp . that 'd be whi __eou__ __eot__,"it mail them to whoever be set as the maildrop for root ... so , they re probabl in /var/ somewher . __eou__ check /var/spool/mail . __eou__",0
i get a quick emerald question __eou__ okay when i open emerald and pick a them doubl click it what ever ... noth happen ... i open termin hit emerald -- replac it work perfect ... . until i close termin ... then i have no titl bar __eou__ __eot__ so put it in system > prefer > session > autostart __eou__ __eot__,ty __eou__,0
"hi there fat albert : ) __eou__ __eot__ ? __eou__ kgpg be one of them , seahors be anoth one ( for gnome ) __eou__ the right-click menu innautilus be n't customis unless you re use nautilus script . __eou__ __eot__ explain pleas __eou__ how can i get it to decypt file use gui ? __eou__ __eot__ that 's a bite ot for this channel.. /join # jayden __eou__ oh , ok , i misunderstand you . nautilus run kinda like a daemon , you need to exit nautilus and re-run it so it can pick up seahors for the context menu . __eou__ __eot__ ot ? __eou__ __eot__ i think you mean creat a special menu tree in nautilus __eou__ __eot__ i instal seahors , but it doesnt appear in nauitlus __eou__ __eot__","awesom ... should do that as well , i might actual learn someth here and then __eou__",0
thank anyway __eou__ __eot__ it 's easi __eou__ __eot__,then pleas share your wisdom __eou__,1
"so . how do i let client connect via telnet __eou__ extern userx7 __eou__ blah __eou__ i just want to know whi openvpn be not accept my client __eou__ it 's ridicul . __eou__ i want to know if i can connect to boxip:1194 __eou__ __eot__ join what error you get __eou__ join # openvpn if you want __eou__ __eot__ i do . and they be a no communiti project __eou__ how would i check if i can connect to port 1194 __eou__ so it be say telnet be unsaf __eou__ what els can i use from a window box to see if my ubuntu be work __eou__ __eot__ putti __eou__ __eot__ so for putti , i would just type the ip and the port , 1194 ? __eou__ and see if i can connect ? __eou__ __eot__",no __eou__ ssh have 23 __eou__,1
"hi ! how do use sudo i redirect std output to a file access onli to root ? eg : if i say `` sudo ls /etc/* > /etc/ls_result '' , it fail becaus i , a non-root user , do n't have permiss to write the output of `` sudo ls /etc/* '' to the file /etc/ls_result ; what i want be to execut the command `` ls /etc/* > /etc/ls_result '' as the superus ( root ) . __eou__ __eot__ tri enclos the entir ls xx > foo command in singl quot __eou__ __eot__ enclos the command doe n't work , becaus the comput complain that there be no such command as `` ls /etc/* > /etc/ls_result '' . __eou__ __eot__ this work for me : sudo bash -c ls > /etc/foo ' __eou__ __eot__ hmm ... good idea . i just wish we do n't have to use bash ( sinc that will negat ani secur ... might as well just log in as root to do it ) . i ll go with your method , though __eou__ __eot__","yes , i fix that bite but it still wo n't work : - ( __eou__ now it say ... xlib : connect to `` :0.0 '' refus by server __eou__",0
how do i connect to the internet with a 2wire usb ? __eou__ ( use ubuntu ) __eou__ __eot__ you ndiswrapp __eou__ have you do sudo ndiswrapp -i thenameofyour.inf __eou__ what give you a nidiswrapp -l __eou__ what give you a nidiswrapp -l ? __eou__ __eot__ wut do u mean ? __eou__ __eot__,could open a termin prompt and type : nidiswrapp -l __eou__ could open a termin prompt and type : ndiswrapp -l __eou__,1
"anyon use the jaunti pre-releas packag ( karma ) ? __eou__ __eot__ no way ! __eou__ __eot__ wow ... .. __eou__ that scare me . i be think in instal it . o.o __eou__ __eot__ im too scare __eou__ backup ubuntu befor you do , e.g acroni trueimag __eou__ karmic will break , so you know __eou__ __eot__ thank you , brother tux . __eou__ __eot__",but that instal the version 10 or 9 that still skip alreadi do that __eou__,0
"http : //wine.budgetdedicated.com/archive/index.html say it doe n't have version 1.2 ! __eou__ __eot__ that 's what i fear : ( thus i be tri to compil it from sourc __eou__ __eot__ ok. doe compil give problem ? __eou__ __eot__ i be not sure caus i do this veri rare . i 'm right now instal the depend ( develop lib ) __eou__ i want to know whether anyon here have ani experi do that so i could get a few pointer __eou__ __eot__ be you go on the hard way ? i.e . instal all the depend manual ? well , you ll be stick at one point for sure . __eou__ __eot__ what 's the easi way ? __eou__ __eot__ i tri to that when i be run with no internet at home , and it suck to the max __eou__ __eot__ i 'm follow the instruct here : http : //www.winehq.org/site/docs/wineusr-guide/installing-wine-sourc __eou__ __eot__ i guess there 's no easi way if you realli need the newest version . just a quot from give site : `` we high recommend instal via binari packag or by build sourc packag which can automat satisfi their build depend . '' __eou__ __eot__ yea , i read that . i wish they also provid those packag ! __eou__ anyway , i 'm now run ./configur for what i expect to be the last time __eou__ __eot__ cool . keep us updat . may be you do n't need to instal all depend if you alreadi instal ( then uninstal ) wine oler version __eou__ __eot__ the ./configur script complain about some depend with error , and for some other onli warn but i instal them anyway __eou__ still make ... : p btw , have you ever have the infam `` no sound after hibernation/suspend '' problem ? __eou__ __eot__",that 's what i do sever time but it just start over __eou__,0
"be it possibl to upgrad from ubuntu 8.04 to 10.04 use the iso and no cd ? __eou__ lawl i figur you would ask that __eou__ __eot__ pastebin the content of ls -lh /cdrom ' __eou__ hold up , isnt that suppos to be /media/cdrom instead of /cdrom ? __eou__ __eot__",lem me check someth __eou__,0
"i have a 1280x800 screen , but i can onli seem to get 1024x768 work __eou__ ( ii ) i810 ( 0 ) : not use mode `` 1280x800 '' ( no mode of this name ) __eou__ __eot__ pastebin your xorg.conf i think i know the answer , i just deal with this last night __eou__ __eot__ ok __eou__ __eot__ mark2 you might want to test your memori . if it check out ok at least u know for sure __eou__ nobodi have sucess set up twinview ? __eou__ __eot__",ok __eou__,0
"hi guy , i 'm instal ubuntu 704 on my asus laptop . this lap have 1024mb so my question whether swap partit be need or not coz i have alreadi dedic 15g partit to ubuntu and i dont want to repartit it ? __eou__ __eot__ a swap partit be need . __eou__ __eot__ that 's sad . if so , how much be it for 1024mb of ram ? __eou__ __eot__ that vari to what you want but rule of thumb be twice your memeori howev you can have it as big/smal as you want . if you have enough ram it will not effect your machin __eou__ __eot__ will there be a harm to my harddisk if i repartit it ? __eou__ __eot__ depend what you repartit __eou__ be your partit storag space and what format for what os and how full be it __eou__ __eot__ this be a brand new laptop . i have prepartit 15g to ubuntu forget about the swap partit . and now it turn out that i need one : ( __eou__ __eot__ have you use ubuntu much at all ? __eou__ __eot__ whi be that relat ? __eou__ __eot__ i imagin you should be safe if you repartit your space for fisti __eou__ __eot__ thank for the advic . i ll instal ubuntu now ^ ^ . my question be main center on the qualiti of the harddisk __eou__ __eot__",i would leav swap at 1 __eou__,1
"hey , my comput be get slow and sometim stop for like 10 second , i can hear the hd go , what up ? __eou__ i have a 2.8 ghz processor and 20+gig free , but it slow , i think that onli happen in wondow __eou__ __eot__ how manyt meg of ram do you have and what kiknd of video card ? __eou__ __eot__",in termin sudo apt-get dist-upgrad __eou__,0
"how do i creat a root user ? __eou__ __eot__ you do n't . ubuntu be design to be use with sudo __eou__ btw , root exist , but the account be lock __eou__ yes __eou__ you need to enabl univers . read ubotu 's privat messag pleas __eou__ have you enabl univers ? __eou__ __eot__ i read the page ... and i still dont know how to enabl __eou__ __eot__",ouch.. well.. your situat sound messi ... __eou__ mayb tri a livecd and mount partit and chang permiss from there ? __eou__,0
i have 4gb of memori in 32 bite ubuntu hardi . be there a way to get ubuntu to see all 4gb of my memori ? __eou__ __eot__ smp kernel __eou__ __eot__,i do n't know anyth about your router __eou__,0
"blackest i 'm not sure what this lmsensor thing be suppos to do and i ca n't find the `` p4 hack '' __eou__ __eot__ lmsensor featur userspac ( non-kernel ) tool to detect and read from hardwar sensor , i.e . you can see how hot your cpu be and alik __eou__ __eot__ would that improv batteri life at all ? __eou__ __eot__ i doubt that , but i may be wrong __eou__ __eot__ would you know anyth about improv batteri life in ubuntu ? __eou__ __eot__","nope , sorri ... pleas keep ask the other __eou__",1
"i ve have sound issu ever sinc updat to 9.10 . crack , and/or bite of the audio repeat a few time . this appli for nativ linux game ( netpanz , vendetta onlin , etc . ) wine game ( empir earth ii ) and occasion system sound and stuff play from a web browser . game do n't do it 100 % of the time . the issu appli to my usb sound card , and integr sound card . __eou__ __eot__ i ve experienc similar sound issu with game on 9.10 as well ... __eou__ __eot__","at least you tell me what it be : ) thank __eou__ thank again for your help __eou__ fyi , ad `` vbell off '' to .screenrc will turn it off __eou__",0
"no one have ani idea ? crazi stuff , this ... hard to find info about it on the internet . do n't most peopl need to start at least a coupl app when they log in ? __eou__ __eot__ how about `` gnome-session-properti '' in the 3rd tab ? __eou__ be n't there an equival in that window manag ? __eou__ __eot__","i do n't have a printer here , but i know there 's a button for the job that say restart or the like __eou__",0
